run_id,model_family,model_variant,train_size_label,seed,split,bin,bin_left,bin_right,bin_midpoint,row_count,avg_pred,empirical_pass_rate,ECE
strict__M3_mean__mean_pooling__full__seed43,M3_mean,mean_pooling,full,43,val,4,0.4,0.5,0.45,215,0.45455939076667606,0.31627906976744186,0.06627001169938265
strict__M3_mean__mean_pooling__full__seed43,M3_mean,mean_pooling,full,43,val,5,0.5,0.6000000000000001,0.55,285,0.5510986903257538,0.3649122807017544,0.06627001169938265
strict__M3_mean__mean_pooling__full__seed43,M3_mean,mean_pooling,full,43,val,6,0.6000000000000001,0.7000000000000001,0.6500000000000001,295,0.6505783685183121,0.4,0.06627001169938265
strict__M3_mean__mean_pooling__full__seed43,M3_mean,mean_pooling,full,43,val,7,0.7000000000000001,0.8,0.75,381,0.7506687176509166,0.5800524934383202,0.06627001169938265
strict__M3_mean__mean_pooling__full__seed43,M3_mean,mean_pooling,full,43,val,8,0.8,0.9,0.8500000000000001,464,0.8550095645518139,0.7306034482758621,0.06627001169938265
strict__M3_mean__mean_pooling__full__seed43,M3_mean,mean_pooling,full,43,val,9,0.9,1.0,0.95,1102,0.9450737929711973,0.8584392014519057,0.06627001169938265
strict__M3_mean__mean_pooling__full__seed44,M3_mean,mean_pooling,full,44,test,0,0.0,0.1,0.05,8354,0.022521459670141623,0.03674886282020589,0.1339415348523933
strict__M3_mean__mean_pooling__full__seed44,M3_mean,mean_pooling,full,44,test,1,0.1,0.2,0.15000000000000002,1231,0.14268693925281736,0.1454102355808286,0.1339415348523933
strict__M3_mean__mean_pooling__full__seed44,M3_mean,mean_pooling,full,44,test,2,0.2,0.30000000000000004,0.25,546,0.24264394202620992,0.20695970695970695,0.1339415348523933
strict__M3_mean__mean_pooling__full__seed44,M3_mean,mean_pooling,full,44,test,3,0.30000000000000004,0.4,0.35000000000000003,321,0.3465750656580999,0.1838006230529595,0.1339415348523933
strict__M3_mean__mean_pooling__full__seed44,M3_mean,mean_pooling,full,44,test,4,0.4,0.5,0.45,267,0.44822586676601167,0.23595505617977527,0.1339415348523933
strict__M3_mean__mean_pooling__full__seed44,M3_mean,mean_pooling,full,44,test,5,0.5,0.6000000000000001,0.55,226,0.5516426186118506,0.23008849557522124,0.1339415348523933
strict__M3_mean__mean_pooling__full__seed44,M3_mean,mean_pooling,full,44,test,6,0.6000000000000001,0.7000000000000001,0.6500000000000001,269,0.6496043163161296,0.22676579925650558,0.1339415348523933
strict__M3_mean__mean_pooling__full__seed44,M3_mean,mean_pooling,full,44,test,7,0.7000000000000001,0.8,0.75,380,0.7508693244896437,0.27631578947368424,0.1339415348523933
strict__M3_mean__mean_pooling__full__seed44,M3_mean,mean_pooling,full,44,test,8,0.8,0.9,0.8500000000000001,734,0.8590677361884624,0.3079019073569482,0.1339415348523933
strict__M3_mean__mean_pooling__full__seed44,M3_mean,mean_pooling,full,44,test,9,0.9,1.0,0.95,1934,0.9489941659548167,0.48965873836608065,0.1339415348523933
strict__M3_mean__mean_pooling__full__seed44,M3_mean,mean_pooling,full,44,val,0,0.0,0.1,0.05,3472,0.02291789911644456,0.05069124423963134,0.08341288255930646
strict__M3_mean__mean_pooling__full__seed44,M3_mean,mean_pooling,full,44,val,1,0.1,0.2,0.15000000000000002,569,0.1413195121817304,0.2513181019332162,0.08341288255930646
strict__M3_mean__mean_pooling__full__seed44,M3_mean,mean_pooling,full,44,val,2,0.2,0.30000000000000004,0.25,247,0.2459958782080214,0.340080971659919,0.08341288255930646
strict__M3_mean__mean_pooling__full__seed44,M3_mean,mean_pooling,full,44,val,3,0.30000000000000004,0.4,0.35000000000000003,166,0.35142626694167955,0.42168674698795183,0.08341288255930646
strict__M3_mean__mean_pooling__full__seed44,M3_mean,mean_pooling,full,44,val,4,0.4,0.5,0.45,135,0.4513177143202888,0.37037037037037035,0.08341288255930646
strict__M3_mean__mean_pooling__full__seed44,M3_mean,mean_pooling,full,44,val,5,0.5,0.6000000000000001,0.55,127,0.545308354802019,0.4330708661417323,0.08341288255930646
strict__M3_mean__mean_pooling__full__seed44,M3_mean,mean_pooling,full,44,val,6,0.6000000000000001,0.7000000000000001,0.6500000000000001,128,0.6518229776993394,0.3984375,0.08341288255930646
strict__M3_mean__mean_pooling__full__seed44,M3_mean,mean_pooling,full,44,val,7,0.7000000000000001,0.8,0.75,191,0.7536190832472597,0.5235602094240838,0.08341288255930646
strict__M3_mean__mean_pooling__full__seed44,M3_mean,mean_pooling,full,44,val,8,0.8,0.9,0.8500000000000001,399,0.8583891355901733,0.5964912280701754,0.08341288255930646
strict__M3_mean__mean_pooling__full__seed44,M3_mean,mean_pooling,full,44,val,9,0.9,1.0,0.95,1406,0.9520410408675247,0.8307254623044097,0.08341288255930646
strict__M4_frozen__frozen_encoder__20k__seed42,M4_frozen,frozen_encoder,20k,42,test,0,0.0,0.1,0.05,7774,0.018720444589630517,0.04360689477746334,0.13192818169457757
strict__M4_frozen__frozen_encoder__20k__seed42,M4_frozen,frozen_encoder,20k,42,test,1,0.1,0.2,0.15000000000000002,1170,0.14499837130817592,0.12307692307692308,0.13192818169457757
strict__M4_frozen__frozen_encoder__20k__seed42,M4_frozen,frozen_encoder,20k,42,test,2,0.2,0.30000000000000004,0.25,787,0.24605162564802352,0.14866581956797967,0.13192818169457757
strict__M4_frozen__frozen_encoder__20k__seed42,M4_frozen,frozen_encoder,20k,42,test,3,0.30000000000000004,0.4,0.35000000000000003,619,0.3504335246679278,0.20032310177705978,0.13192818169457757
strict__M4_frozen__frozen_encoder__20k__seed42,M4_frozen,frozen_encoder,20k,42,test,4,0.4,0.5,0.45,572,0.4500423962628091,0.21503496503496503,0.13192818169457757
strict__M4_frozen__frozen_encoder__20k__seed42,M4_frozen,frozen_encoder,20k,42,test,5,0.5,0.6000000000000001,0.55,533,0.5484858280498583,0.2682926829268293,0.13192818169457757
strict__M4_frozen__frozen_encoder__20k__seed42,M4_frozen,frozen_encoder,20k,42,test,6,0.6000000000000001,0.7000000000000001,0.6500000000000001,528,0.6497389721599492,0.2708333333333333,0.13192818169457757
strict__M4_frozen__frozen_encoder__20k__seed42,M4_frozen,frozen_encoder,20k,42,test,7,0.7000000000000001,0.8,0.75,566,0.7501635490373673,0.3551236749116608,0.13192818169457757
strict__M4_frozen__frozen_encoder__20k__seed42,M4_frozen,frozen_encoder,20k,42,test,8,0.8,0.9,0.8500000000000001,669,0.8516599474466435,0.38266068759342303,0.13192818169457757
strict__M4_frozen__frozen_encoder__20k__seed42,M4_frozen,frozen_encoder,20k,42,test,9,0.9,1.0,0.95,1044,0.9518208238242687,0.5,0.13192818169457757
strict__M4_frozen__frozen_encoder__20k__seed42,M4_frozen,frozen_encoder,20k,42,val,0,0.0,0.1,0.05,3141,0.02046793520142749,0.05953517987901942,0.05900256806857947
strict__M4_frozen__frozen_encoder__20k__seed42,M4_frozen,frozen_encoder,20k,42,val,1,0.1,0.2,0.15000000000000002,575,0.1443094286452169,0.20869565217391303,0.05900256806857947
strict__M4_frozen__frozen_encoder__20k__seed42,M4_frozen,frozen_encoder,20k,42,val,2,0.2,0.30000000000000004,0.25,378,0.24667507189291496,0.23544973544973544,0.05900256806857947
strict__M4_frozen__frozen_encoder__20k__seed42,M4_frozen,frozen_encoder,20k,42,val,3,0.30000000000000004,0.4,0.35000000000000003,317,0.3483556278684538,0.3659305993690852,0.05900256806857947
strict__M4_frozen__frozen_encoder__20k__seed42,M4_frozen,frozen_encoder,20k,42,val,4,0.4,0.5,0.45,285,0.45090388111900864,0.3929824561403509,0.05900256806857947
strict__M4_frozen__frozen_encoder__20k__seed42,M4_frozen,frozen_encoder,20k,42,val,5,0.5,0.6000000000000001,0.55,287,0.5542902788634084,0.4808362369337979,0.05900256806857947
strict__M4_frozen__frozen_encoder__20k__seed42,M4_frozen,frozen_encoder,20k,42,val,6,0.6000000000000001,0.7000000000000001,0.6500000000000001,286,0.6495340162223869,0.5944055944055944,0.05900256806857947
strict__M4_frozen__frozen_encoder__20k__seed42,M4_frozen,frozen_encoder,20k,42,val,7,0.7000000000000001,0.8,0.75,332,0.7517198843051152,0.608433734939759,0.05900256806857947
strict__M4_frozen__frozen_encoder__20k__seed42,M4_frozen,frozen_encoder,20k,42,val,8,0.8,0.9,0.8500000000000001,479,0.8516171629344247,0.7306889352818372,0.05900256806857947
strict__M4_frozen__frozen_encoder__20k__seed42,M4_frozen,frozen_encoder,20k,42,val,9,0.9,1.0,0.95,760,0.9554994223149199,0.8565789473684211,0.05900256806857947
strict__M4_frozen__frozen_encoder__20k__seed43,M4_frozen,frozen_encoder,20k,43,test,0,0.0,0.1,0.05,7738,0.017606132309932472,0.03902817265443267,0.1398598061675495
strict__M4_frozen__frozen_encoder__20k__seed43,M4_frozen,frozen_encoder,20k,43,test,1,0.1,0.2,0.15000000000000002,1120,0.14410001637547143,0.12589285714285714,0.1398598061675495
strict__M4_frozen__frozen_encoder__20k__seed43,M4_frozen,frozen_encoder,20k,43,test,2,0.2,0.30000000000000004,0.25,750,0.2460568912823995,0.16133333333333333,0.1398598061675495
strict__M4_frozen__frozen_encoder__20k__seed43,M4_frozen,frozen_encoder,20k,43,test,3,0.30000000000000004,0.4,0.35000000000000003,572,0.3499138183839671,0.23601398601398602,0.1398598061675495
strict__M4_frozen__frozen_encoder__20k__seed43,M4_frozen,frozen_encoder,20k,43,test,4,0.4,0.5,0.45,515,0.451457781872703,0.229126213592233,0.1398598061675495
strict__M4_frozen__frozen_encoder__20k__seed43,M4_frozen,frozen_encoder,20k,43,test,5,0.5,0.6000000000000001,0.55,505,0.550870394706726,0.25742574257425743,0.1398598061675495
strict__M4_frozen__frozen_encoder__20k__seed43,M4_frozen,frozen_encoder,20k,43,test,6,0.6000000000000001,0.7000000000000001,0.6500000000000001,558,0.649245887033401,0.2992831541218638,0.1398598061675495
strict__M4_frozen__frozen_encoder__20k__seed43,M4_frozen,frozen_encoder,20k,43,test,7,0.7000000000000001,0.8,0.75,539,0.7511981408317367,0.3450834879406308,0.1398598061675495
strict__M4_frozen__frozen_encoder__20k__seed43,M4_frozen,frozen_encoder,20k,43,test,8,0.8,0.9,0.8500000000000001,631,0.8531413919952139,0.3438985736925515,0.1398598061675495
strict__M4_frozen__frozen_encoder__20k__seed43,M4_frozen,frozen_encoder,20k,43,test,9,0.9,1.0,0.95,1334,0.9569969177246094,0.4460269865067466,0.1398598061675495
strict__M4_frozen__frozen_encoder__20k__seed43,M4_frozen,frozen_encoder,20k,43,val,0,0.0,0.1,0.05,3099,0.018903329405294714,0.05388835108099387,0.07405402594059732
strict__M4_frozen__frozen_encoder__20k__seed43,M4_frozen,frozen_encoder,20k,43,val,1,0.1,0.2,0.15000000000000002,557,0.14417026323037258,0.20287253141831238,0.07405402594059732
strict__M4_frozen__frozen_encoder__20k__seed43,M4_frozen,frozen_encoder,20k,43,val,2,0.2,0.30000000000000004,0.25,352,0.2476050160740587,0.28125,0.07405402594059732
strict__M4_frozen__frozen_encoder__20k__seed43,M4_frozen,frozen_encoder,20k,43,val,3,0.30000000000000004,0.4,0.35000000000000003,303,0.34707756856880567,0.3201320132013201,0.07405402594059732
strict__M4_frozen__frozen_encoder__20k__seed43,M4_frozen,frozen_encoder,20k,43,val,4,0.4,0.5,0.45,246,0.4493787742969466,0.3983739837398374,0.07405402594059732
strict__M4_frozen__frozen_encoder__20k__seed43,M4_frozen,frozen_encoder,20k,43,val,5,0.5,0.6000000000000001,0.55,249,0.5502128957744583,0.37349397590361444,0.07405402594059732
strict__M4_frozen__frozen_encoder__20k__seed43,M4_frozen,frozen_encoder,20k,43,val,6,0.6000000000000001,0.7000000000000001,0.6500000000000001,241,0.6487785805310451,0.5311203319502075,0.07405402594059732
strict__M4_frozen__frozen_encoder__20k__seed43,M4_frozen,frozen_encoder,20k,43,val,7,0.7000000000000001,0.8,0.75,355,0.749858288529893,0.5633802816901409,0.07405402594059732
strict__M4_frozen__frozen_encoder__20k__seed43,M4_frozen,frozen_encoder,20k,43,val,8,0.8,0.9,0.8500000000000001,445,0.8513985696803318,0.6943820224719102,0.07405402594059732
strict__M4_frozen__frozen_encoder__20k__seed43,M4_frozen,frozen_encoder,20k,43,val,9,0.9,1.0,0.95,993,0.9621635155015121,0.8368580060422961,0.07405402594059732
strict__M4_frozen__frozen_encoder__20k__seed44,M4_frozen,frozen_encoder,20k,44,test,0,0.0,0.1,0.05,7611,0.020726836661974588,0.03849691236368414,0.11886880704721729
strict__M4_frozen__frozen_encoder__20k__seed44,M4_frozen,frozen_encoder,20k,44,test,1,0.1,0.2,0.15000000000000002,1344,0.1445180891148214,0.12574404761904762,0.11886880704721729
strict__M4_frozen__frozen_encoder__20k__seed44,M4_frozen,frozen_encoder,20k,44,test,2,0.2,0.30000000000000004,0.25,870,0.24831199274323454,0.1896551724137931,0.11886880704721729
strict__M4_frozen__frozen_encoder__20k__seed44,M4_frozen,frozen_encoder,20k,44,test,3,0.30000000000000004,0.4,0.35000000000000003,688,0.34944013831054055,0.2063953488372093,0.11886880704721729
strict__M4_frozen__frozen_encoder__20k__seed44,M4_frozen,frozen_encoder,20k,44,test,4,0.4,0.5,0.45,546,0.4492850061847177,0.2692307692307692,0.11886880704721729
strict__M4_frozen__frozen_encoder__20k__seed44,M4_frozen,frozen_encoder,20k,44,test,5,0.5,0.6000000000000001,0.55,543,0.5499166796879215,0.281767955801105,0.11886880704721729
strict__M4_frozen__frozen_encoder__20k__seed44,M4_frozen,frozen_encoder,20k,44,test,6,0.6000000000000001,0.7000000000000001,0.6500000000000001,544,0.6495911487761665,0.2922794117647059,0.11886880704721729
strict__M4_frozen__frozen_encoder__20k__seed44,M4_frozen,frozen_encoder,20k,44,test,7,0.7000000000000001,0.8,0.75,582,0.7502313276746428,0.359106529209622,0.11886880704721729
strict__M4_frozen__frozen_encoder__20k__seed44,M4_frozen,frozen_encoder,20k,44,test,8,0.8,0.9,0.8500000000000001,669,0.8509207853465515,0.40956651718983555,0.11886880704721729
strict__M4_frozen__frozen_encoder__20k__seed44,M4_frozen,frozen_encoder,20k,44,test,9,0.9,1.0,0.95,865,0.9539742495283227,0.4635838150289017,0.11886880704721729
strict__M4_frozen__frozen_encoder__20k__seed44,M4_frozen,frozen_encoder,20k,44,val,0,0.0,0.1,0.05,2922,0.02167011580708203,0.05612594113620808,0.06343627973883528
strict__M4_frozen__frozen_encoder__20k__seed44,M4_frozen,frozen_encoder,20k,44,val,1,0.1,0.2,0.15000000000000002,613,0.1465545767890882,0.2137030995106036,0.06343627973883528
strict__M4_frozen__frozen_encoder__20k__seed44,M4_frozen,frozen_encoder,20k,44,val,2,0.2,0.30000000000000004,0.25,423,0.24922877430352194,0.2553191489361702,0.06343627973883528
strict__M4_frozen__frozen_encoder__20k__seed44,M4_frozen,frozen_encoder,20k,44,val,3,0.30000000000000004,0.4,0.35000000000000003,346,0.3481066457798026,0.3352601156069364,0.06343627973883528
strict__M4_frozen__frozen_encoder__20k__seed44,M4_frozen,frozen_encoder,20k,44,val,4,0.4,0.5,0.45,343,0.44810515146908886,0.39067055393586003,0.06343627973883528
strict__M4_frozen__frozen_encoder__20k__seed44,M4_frozen,frozen_encoder,20k,44,val,5,0.5,0.6000000000000001,0.55,319,0.5511318512471118,0.45141065830721006,0.06343627973883528
strict__M4_frozen__frozen_encoder__20k__seed44,M4_frozen,frozen_encoder,20k,44,val,6,0.6000000000000001,0.7000000000000001,0.6500000000000001,325,0.6489904807164119,0.49846153846153846,0.06343627973883528
strict__M4_frozen__frozen_encoder__20k__seed44,M4_frozen,frozen_encoder,20k,44,val,7,0.7000000000000001,0.8,0.75,358,0.7530774878722996,0.6005586592178771,0.06343627973883528
strict__M4_frozen__frozen_encoder__20k__seed44,M4_frozen,frozen_encoder,20k,44,val,8,0.8,0.9,0.8500000000000001,456,0.8488805856098208,0.7456140350877193,0.06343627973883528
strict__M4_frozen__frozen_encoder__20k__seed44,M4_frozen,frozen_encoder,20k,44,val,9,0.9,1.0,0.95,735,0.9577098476643465,0.8448979591836735,0.06343627973883528
strict__M4_frozen__frozen_encoder__40k__seed42,M4_frozen,frozen_encoder,40k,42,test,0,0.0,0.1,0.05,6942,0.01959044125838763,0.032843560933448576,0.1590092046732573
strict__M4_frozen__frozen_encoder__40k__seed42,M4_frozen,frozen_encoder,40k,42,test,1,0.1,0.2,0.15000000000000002,1221,0.14411363558482188,0.10728910728910729,0.1590092046732573
strict__M4_frozen__frozen_encoder__40k__seed42,M4_frozen,frozen_encoder,40k,42,test,2,0.2,0.30000000000000004,0.25,805,0.24762264762235725,0.1267080745341615,0.1590092046732573
strict__M4_frozen__frozen_encoder__40k__seed42,M4_frozen,frozen_encoder,40k,42,test,3,0.30000000000000004,0.4,0.35000000000000003,648,0.3496636786026719,0.16049382716049382,0.1590092046732573
strict__M4_frozen__frozen_encoder__40k__seed42,M4_frozen,frozen_encoder,40k,42,test,4,0.4,0.5,0.45,621,0.44723864454002193,0.18518518518518517,0.1590092046732573
strict__M4_frozen__frozen_encoder__40k__seed42,M4_frozen,frozen_encoder,40k,42,test,5,0.5,0.6000000000000001,0.55,588,0.5504351382961079,0.20408163265306123,0.1590092046732573
strict__M4_frozen__frozen_encoder__40k__seed42,M4_frozen,frozen_encoder,40k,42,test,6,0.6000000000000001,0.7000000000000001,0.6500000000000001,609,0.6506548663861255,0.23645320197044334,0.1590092046732573
strict__M4_frozen__frozen_encoder__40k__seed42,M4_frozen,frozen_encoder,40k,42,test,7,0.7000000000000001,0.8,0.75,716,0.7525694241237374,0.2723463687150838,0.1590092046732573
strict__M4_frozen__frozen_encoder__40k__seed42,M4_frozen,frozen_encoder,40k,42,test,8,0.8,0.9,0.8500000000000001,921,0.8526787396103759,0.3322475570032573,0.1590092046732573
strict__M4_frozen__frozen_encoder__40k__seed42,M4_frozen,frozen_encoder,40k,42,test,9,0.9,1.0,0.95,1191,0.9539113149334661,0.5600335852225021,0.1590092046732573
strict__M4_frozen__frozen_encoder__40k__seed42,M4_frozen,frozen_encoder,40k,42,val,0,0.0,0.1,0.05,2714,0.0212544251368594,0.03758290346352248,0.08080664109871437
strict__M4_frozen__frozen_encoder__40k__seed42,M4_frozen,frozen_encoder,40k,42,val,1,0.1,0.2,0.15000000000000002,541,0.14433817245933794,0.1478743068391867,0.08080664109871437
strict__M4_frozen__frozen_encoder__40k__seed42,M4_frozen,frozen_encoder,40k,42,val,2,0.2,0.30000000000000004,0.25,408,0.2494993537080054,0.20833333333333334,0.08080664109871437
strict__M4_frozen__frozen_encoder__40k__seed42,M4_frozen,frozen_encoder,40k,42,val,3,0.30000000000000004,0.4,0.35000000000000003,306,0.3441578798434314,0.24836601307189543,0.08080664109871437
strict__M4_frozen__frozen_encoder__40k__seed42,M4_frozen,frozen_encoder,40k,42,val,4,0.4,0.5,0.45,297,0.4532309439447191,0.28619528619528617,0.08080664109871437
strict__M4_frozen__frozen_encoder__40k__seed42,M4_frozen,frozen_encoder,40k,42,val,5,0.5,0.6000000000000001,0.55,286,0.5519355729326502,0.44405594405594406,0.08080664109871437
strict__M4_frozen__frozen_encoder__40k__seed42,M4_frozen,frozen_encoder,40k,42,val,6,0.6000000000000001,0.7000000000000001,0.6500000000000001,286,0.6512791699879653,0.43356643356643354,0.08080664109871437
strict__M4_frozen__frozen_encoder__40k__seed42,M4_frozen,frozen_encoder,40k,42,val,7,0.7000000000000001,0.8,0.75,427,0.7527830423460073,0.5269320843091335,0.08080664109871437
strict__M4_frozen__frozen_encoder__40k__seed42,M4_frozen,frozen_encoder,40k,42,val,8,0.8,0.9,0.8500000000000001,540,0.8547696940324925,0.6888888888888889,0.08080664109871437
strict__M4_frozen__frozen_encoder__40k__seed42,M4_frozen,frozen_encoder,40k,42,val,9,0.9,1.0,0.95,1035,0.9571380077352847,0.8299516908212561,0.08080664109871437
strict__M4_frozen__frozen_encoder__40k__seed43,M4_frozen,frozen_encoder,40k,43,test,0,0.0,0.1,0.05,6418,0.022786110186823583,0.021346213773761297,0.15452855221677358
strict__M4_frozen__frozen_encoder__40k__seed43,M4_frozen,frozen_encoder,40k,43,test,1,0.1,0.2,0.15000000000000002,1350,0.14578085860168494,0.09851851851851852,0.15452855221677358
strict__M4_frozen__frozen_encoder__40k__seed43,M4_frozen,frozen_encoder,40k,43,test,2,0.2,0.30000000000000004,0.25,927,0.24835112745579263,0.1423948220064725,0.15452855221677358
strict__M4_frozen__frozen_encoder__40k__seed43,M4_frozen,frozen_encoder,40k,43,test,3,0.30000000000000004,0.4,0.35000000000000003,772,0.35018997593092793,0.16062176165803108,0.15452855221677358
strict__M4_frozen__frozen_encoder__40k__seed43,M4_frozen,frozen_encoder,40k,43,test,4,0.4,0.5,0.45,686,0.4498879745732939,0.20262390670553937,0.15452855221677358
strict__M4_frozen__frozen_encoder__40k__seed43,M4_frozen,frozen_encoder,40k,43,test,5,0.5,0.6000000000000001,0.55,702,0.5497617239286418,0.25925925925925924,0.15452855221677358
strict__M4_frozen__frozen_encoder__40k__seed43,M4_frozen,frozen_encoder,40k,43,test,6,0.6000000000000001,0.7000000000000001,0.6500000000000001,720,0.6521994546883636,0.275,0.15452855221677358
strict__M4_frozen__frozen_encoder__40k__seed43,M4_frozen,frozen_encoder,40k,43,test,7,0.7000000000000001,0.8,0.75,759,0.7512066435751079,0.3372859025032938,0.15452855221677358
strict__M4_frozen__frozen_encoder__40k__seed43,M4_frozen,frozen_encoder,40k,43,test,8,0.8,0.9,0.8500000000000001,895,0.8518508440289417,0.38994413407821227,0.15452855221677358
strict__M4_frozen__frozen_encoder__40k__seed43,M4_frozen,frozen_encoder,40k,43,test,9,0.9,1.0,0.95,1033,0.9443957452506317,0.44724104549854793,0.15452855221677358
strict__M4_frozen__frozen_encoder__40k__seed43,M4_frozen,frozen_encoder,40k,43,val,0,0.0,0.1,0.05,2431,0.02364255722153891,0.028383381324557796,0.08036611963753007
strict__M4_frozen__frozen_encoder__40k__seed43,M4_frozen,frozen_encoder,40k,43,val,1,0.1,0.2,0.15000000000000002,601,0.14630835814503781,0.11813643926788686,0.08036611963753007
strict__M4_frozen__frozen_encoder__40k__seed43,M4_frozen,frozen_encoder,40k,43,val,2,0.2,0.30000000000000004,0.25,456,0.2502423319638821,0.20175438596491227,0.08036611963753007
strict__M4_frozen__frozen_encoder__40k__seed43,M4_frozen,frozen_encoder,40k,43,val,3,0.30000000000000004,0.4,0.35000000000000003,383,0.3491346593313989,0.23237597911227154,0.08036611963753007
strict__M4_frozen__frozen_encoder__40k__seed43,M4_frozen,frozen_encoder,40k,43,val,4,0.4,0.5,0.45,369,0.44654601408537165,0.3224932249322493,0.08036611963753007
strict__M4_frozen__frozen_encoder__40k__seed43,M4_frozen,frozen_encoder,40k,43,val,5,0.5,0.6000000000000001,0.55,298,0.5523968616988035,0.3422818791946309,0.08036611963753007
strict__M4_frozen__frozen_encoder__40k__seed43,M4_frozen,frozen_encoder,40k,43,val,6,0.6000000000000001,0.7000000000000001,0.6500000000000001,321,0.6499957171184623,0.45794392523364486,0.08036611963753007
strict__M4_frozen__frozen_encoder__40k__seed43,M4_frozen,frozen_encoder,40k,43,val,7,0.7000000000000001,0.8,0.75,435,0.7518497360163722,0.5586206896551724,0.08036611963753007
strict__M4_frozen__frozen_encoder__40k__seed43,M4_frozen,frozen_encoder,40k,43,val,8,0.8,0.9,0.8500000000000001,681,0.8534250581492061,0.6828193832599119,0.08036611963753007
strict__M4_frozen__frozen_encoder__40k__seed43,M4_frozen,frozen_encoder,40k,43,val,9,0.9,1.0,0.95,865,0.9504548495215488,0.8531791907514451,0.08036611963753007
strict__M4_frozen__frozen_encoder__40k__seed44,M4_frozen,frozen_encoder,40k,44,test,0,0.0,0.1,0.05,7375,0.018948788184100118,0.03010169491525424,0.14232706074412313
strict__M4_frozen__frozen_encoder__40k__seed44,M4_frozen,frozen_encoder,40k,44,test,1,0.1,0.2,0.15000000000000002,1182,0.14485364181640387,0.116751269035533,0.14232706074412313
strict__M4_frozen__frozen_encoder__40k__seed44,M4_frozen,frozen_encoder,40k,44,test,2,0.2,0.30000000000000004,0.25,766,0.24742876701348757,0.1514360313315927,0.14232706074412313
strict__M4_frozen__frozen_encoder__40k__seed44,M4_frozen,frozen_encoder,40k,44,test,3,0.30000000000000004,0.4,0.35000000000000003,632,0.34911450526759596,0.2088607594936709,0.14232706074412313
strict__M4_frozen__frozen_encoder__40k__seed44,M4_frozen,frozen_encoder,40k,44,test,4,0.4,0.5,0.45,560,0.44739406438810486,0.20714285714285716,0.14232706074412313
strict__M4_frozen__frozen_encoder__40k__seed44,M4_frozen,frozen_encoder,40k,44,test,5,0.5,0.6000000000000001,0.55,514,0.5505880355139187,0.25486381322957197,0.14232706074412313
strict__M4_frozen__frozen_encoder__40k__seed44,M4_frozen,frozen_encoder,40k,44,test,6,0.6000000000000001,0.7000000000000001,0.6500000000000001,537,0.6522207041470476,0.2811918063314711,0.14232706074412313
strict__M4_frozen__frozen_encoder__40k__seed44,M4_frozen,frozen_encoder,40k,44,test,7,0.7000000000000001,0.8,0.75,601,0.7525073170860278,0.3261231281198003,0.14232706074412313
strict__M4_frozen__frozen_encoder__40k__seed44,M4_frozen,frozen_encoder,40k,44,test,8,0.8,0.9,0.8500000000000001,792,0.8518865564555833,0.369949494949495,0.14232706074412313
strict__M4_frozen__frozen_encoder__40k__seed44,M4_frozen,frozen_encoder,40k,44,test,9,0.9,1.0,0.95,1303,0.9558645824881031,0.47352264006139677,0.14232706074412313
strict__M4_frozen__frozen_encoder__40k__seed44,M4_frozen,frozen_encoder,40k,44,val,0,0.0,0.1,0.05,2867,0.021613760653228363,0.04185559818625741,0.07660862233511809
strict__M4_frozen__frozen_encoder__40k__seed44,M4_frozen,frozen_encoder,40k,44,val,1,0.1,0.2,0.15000000000000002,523,0.1437115863136534,0.1835564053537285,0.07660862233511809
strict__M4_frozen__frozen_encoder__40k__seed44,M4_frozen,frozen_encoder,40k,44,val,2,0.2,0.30000000000000004,0.25,385,0.2452384441703945,0.2701298701298701,0.07660862233511809
strict__M4_frozen__frozen_encoder__40k__seed44,M4_frozen,frozen_encoder,40k,44,val,3,0.30000000000000004,0.4,0.35000000000000003,356,0.3482732369323795,0.2893258426966292,0.07660862233511809
strict__M4_frozen__frozen_encoder__40k__seed44,M4_frozen,frozen_encoder,40k,44,val,4,0.4,0.5,0.45,286,0.4494564974016243,0.3006993006993007,0.07660862233511809
strict__M4_frozen__frozen_encoder__40k__seed44,M4_frozen,frozen_encoder,40k,44,val,5,0.5,0.6000000000000001,0.55,271,0.5482194304906134,0.42066420664206644,0.07660862233511809
strict__M4_frozen__frozen_encoder__40k__seed44,M4_frozen,frozen_encoder,40k,44,val,6,0.6000000000000001,0.7000000000000001,0.6500000000000001,294,0.6523398031182841,0.41496598639455784,0.07660862233511809
strict__M4_frozen__frozen_encoder__40k__seed44,M4_frozen,frozen_encoder,40k,44,val,7,0.7000000000000001,0.8,0.75,351,0.7551611816441571,0.5612535612535613,0.07660862233511809
strict__M4_frozen__frozen_encoder__40k__seed44,M4_frozen,frozen_encoder,40k,44,val,8,0.8,0.9,0.8500000000000001,498,0.8530157016941822,0.7048192771084337,0.07660862233511809
strict__M4_frozen__frozen_encoder__40k__seed44,M4_frozen,frozen_encoder,40k,44,val,9,0.9,1.0,0.95,1009,0.9591664981440344,0.8344895936570862,0.07660862233511809
strict__M4_frozen__frozen_encoder__full__seed42,M4_frozen,frozen_encoder,full,42,test,0,0.0,0.1,0.05,6524,0.019611557691268384,0.028816676885346414,0.17114327933408383
strict__M4_frozen__frozen_encoder__full__seed42,M4_frozen,frozen_encoder,full,42,test,1,0.1,0.2,0.15000000000000002,1186,0.14728909777398858,0.0851602023608769,0.17114327933408383
